Alias	AvgSpotLen	BioSample	Experiment	INSDC_first_public	INSDC_last_update	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	collection_date	environment_biome	environment_feature	environment_material	geographic_location_country_and_or_sea	geographic_location_latitude	geographic_location_longitude	project_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	Organism	Platform	SRA_Study	Title	geographic_location_depth	geographic_location_elevation	investigation_type	sequencing_method	soil_environmental_package
G2836	491	SAMEA103892483	ERX1933756	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	2018-07-20	36	23	2018-07-04	ERR1873231	ERS1581651	ERS1581651	SAMEA103892483 ERS1581651	2014/2015	Boreal_forests	-	soil	Finland	68.60353	21.74517	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2838	491	SAMEA103892484	ERX1933757	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	2018-07-15	61	39	2018-07-04	ERR1873232	ERS1581652	ERS1581652	SAMEA103892484 ERS1581652	2014/2015	Boreal_forests	-	soil	Norway	69.89058	21.57109	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2839	491	SAMEA103892485	ERX1933758	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	2018-07-15	52	33	2018-07-04	ERR1873233	ERS1581653	ERS1581653	SAMEA103892485 ERS1581653	2014/2015	Boreal_forests	-	soil	Norway	70.14726	24.78686	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2840	491	SAMEA103892486	ERX1933759	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	88	58	2018-07-04	ERR1873234	ERS1581654	ERS1581654	SAMEA103892486 ERS1581654	2014/2015	Boreal_forests	-	soil	Finland	68.06356	24.03387	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2847	491	SAMEA103892489	ERX1933874	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	107	68	2018-07-04	ERR1873349	ERS1581657	ERS1581657	SAMEA103892489 ERS1581657	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	58.92812	23.86384	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2907	491	SAMEA103892490	ERX1933760	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	80	52	2018-07-04	ERR1873235	ERS1581658	ERS1581658	SAMEA103892490 ERS1581658	2014/2015	Moist_tropical_forests	-	soil	Viet Nam	20.34902	105.59649	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2819	491	SAMEA103892491	ERX1933870	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	69	46	2018-07-04	ERR1873345	ERS1581659	ERS1581659	SAMEA103892491 ERS1581659	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	58.23408	22.44107	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2969	491	SAMEA103892492	ERX1933761	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	79	51	2018-07-04	ERR1873236	ERS1581660	ERS1581660	SAMEA103892492 ERS1581660	2014/2015	Tropical_montane_forests	-	soil	Viet Nam	22.32166	103.78688	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2971	491	SAMEA103892493	ERX1933762	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	73	48	2018-07-04	ERR1873237	ERS1581661	ERS1581661	SAMEA103892493 ERS1581661	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	59.42275	24.6661	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3051	490	SAMEA103892495	ERX1933764	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	68	47	2018-07-04	ERR1873239	ERS1581663	ERS1581663	SAMEA103892495 ERS1581663	2014/2015	Dry_tropical_forests	-	soil	India	29.49347	79.13757	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3055	489	SAMEA103892496	ERX1933765	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	75	48	2018-07-04	ERR1873240	ERS1581664	ERS1581664	SAMEA103892496 ERS1581664	2014/2015	Moist_tropical_forests	-	soil	India	14.26995	74.75724	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3057	489	SAMEA103892497	ERX1933766	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	53	34	2018-07-04	ERR1873241	ERS1581665	ERS1581665	SAMEA103892497 ERS1581665	2014/2015	Moist_tropical_forests	-	soil	India	13.49556	75.2251	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3059	489	SAMEA103892498	ERX1933767	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	85	56	2018-07-04	ERR1873242	ERS1581666	ERS1581666	SAMEA103892498 ERS1581666	2014/2015	Moist_tropical_forests	-	soil	India	13.52236	75.01802	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3060	489	SAMEA103892499	ERX1933768	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	52	35	2018-07-04	ERR1873243	ERS1581667	ERS1581667	SAMEA103892499 ERS1581667	2014/2015	Dry_tropical_forests	-	soil	India	13.45437	75.02213	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3308	489	SAMEA103892501	ERX1933769	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	107	72	2018-07-04	ERR1873244	ERS1581669	ERS1581669	SAMEA103892501 ERS1581669	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	58.30122	21.936	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3318	489	SAMEA103892502	ERX1933770	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	105	71	2018-07-04	ERR1873245	ERS1581670	ERS1581670	SAMEA103892502 ERS1581670	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	58.28253	22.46296	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3429	489	SAMEA103892504	ERX1933771	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	75	50	2018-07-04	ERR1873246	ERS1581672	ERS1581672	SAMEA103892504 ERS1581672	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	58.47449	22.8236	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S005	489	SAMEA103892510	ERX1933772	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	79	51	2018-07-04	ERR1873247	ERS1581678	ERS1581678	SAMEA103892510 ERS1581678	2014/2015	Dry_tropical_forests	-	soil	Madagascar	-24.95273	47.00282	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S006	489	SAMEA103892511	ERX1933773	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	69	44	2018-07-04	ERR1873248	ERS1581679	ERS1581679	SAMEA103892511 ERS1581679	2014/2015	Moist_tropical_forests	-	soil	Madagascar	-18.9162	47.917	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S103	491	SAMEA103892512	ERX1933801	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	63	40	2018-07-04	ERR1873276	ERS1581680	ERS1581680	SAMEA103892512 ERS1581680	2014/2015	Temperate_coniferous_forests	-	soil	China	30.3218	119.4427	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S107	491	SAMEA103892513	ERX1933802	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	64	40	2018-07-04	ERR1873277	ERS1581681	ERS1581681	SAMEA103892513 ERS1581681	2014/2015	Boreal_forests	-	soil	China	42.06022	128.26089	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S108	491	SAMEA103892514	ERX1933803	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	81	53	2018-07-04	ERR1873278	ERS1581682	ERS1581682	SAMEA103892514 ERS1581682	2014/2015	Boreal_forests	-	soil	China	42.03121	128.43149	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S010	489	SAMEA103892515	ERX1933774	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	48	33	2018-07-04	ERR1873249	ERS1581683	ERS1581683	SAMEA103892515 ERS1581683	2014/2015	Savannas	-	soil	Madagascar	-22.56647	45.36419	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S110	491	SAMEA103892516	ERX1933804	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-20	63	39	2018-07-04	ERR1873279	ERS1581684	ERS1581684	SAMEA103892516 ERS1581684	2014/2015	Temperate_coniferous_forests	-	soil	China	39.96921	115.43165	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S160	491	SAMEA103892517	ERX1938497	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	25	16	2018-07-04	ERR1877972	ERS1581685	ERS1581685	SAMEA103892517 ERS1581685	2014/2015	Temperate_coniferous_forests	-	soil	Canada	48.948	-57.934	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S111	491	SAMEA103892518	ERX1933805	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	111	72	2018-07-04	ERR1873280	ERS1581686	ERS1581686	SAMEA103892518 ERS1581686	2014/2015	Temperate_deciduous_forests	-	soil	China	39.95546	115.42577	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S120	490	SAMEA103892520	ERX1933806	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	39	26	2018-07-04	ERR1873281	ERS1581688	ERS1581688	SAMEA103892520 ERS1581688	2014/2015	Moist_tropical_forests	-	soil	Madagascar	-24.755	46.85	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S121	491	SAMEA103892521	ERX1933807	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	2018-07-15	58	37	2018-07-04	ERR1873282	ERS1581689	ERS1581689	SAMEA103892521 ERS1581689	2014/2015	Temperate_deciduous_forests	-	soil	Germany	50.1413	8.2677	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S125	491	SAMEA103892523	ERX1933808	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	70	45	2018-07-04	ERR1873283	ERS1581691	ERS1581691	SAMEA103892523 ERS1581691	2014/2015	Temperate_deciduous_forests	-	soil	Italy	37.86361	14.04111	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S128	491	SAMEA103892524	ERX1933809	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	63	40	2018-07-04	ERR1873284	ERS1581692	ERS1581692	SAMEA103892524 ERS1581692	2014/2015	Temperate_deciduous_forests	-	soil	Italy	38.01639	14.04278	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S129	491	SAMEA103892525	ERX1933810	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	36	23	2018-07-04	ERR1873285	ERS1581693	ERS1581693	SAMEA103892525 ERS1581693	2014/2015	Temperate_deciduous_forests	-	soil	Italy	37.90167	14.00001	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S012	489	SAMEA103892526	ERX1933775	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	45	29	2018-07-04	ERR1873250	ERS1581694	ERS1581694	SAMEA103892526 ERS1581694	2014/2015	Dry_tropical_forests	-	soil	Madagascar	-24.7787	47.167	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S131	492	SAMEA103892527	ERX1933811	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	133	88	2018-07-04	ERR1873286	ERS1581695	ERS1581695	SAMEA103892527 ERS1581695	2014/2015	Temperate_coniferous_forests	-	soil	Russia	51.91068	39.45722	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S137	492	SAMEA103892528	ERX1933812	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	53	34	2018-07-04	ERR1873287	ERS1581696	ERS1581696	SAMEA103892528 ERS1581696	2014/2015	Boreal_forests	-	soil	Russia	57.09869	53.15841	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S139	492	SAMEA103892529	ERX1933813	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	27	18	2018-07-04	ERR1873288	ERS1581697	ERS1581697	SAMEA103892529 ERS1581697	2014/2015	Mediterrean	-	soil	Portugal	38.469741	-9.000622	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S140	492	SAMEA103892530	ERX1933814	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	53	35	2018-07-04	ERR1873289	ERS1581698	ERS1581698	SAMEA103892530 ERS1581698	2014/2015	Mediterrean	-	soil	Portugal	38.794287	-9.415508	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S142	492	SAMEA103892532	ERX1933815	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	31	20	2018-07-04	ERR1873290	ERS1581700	ERS1581700	SAMEA103892532 ERS1581700	2014/2015	Moist_tropical_forests	-	soil	Panama	8.7611	-82.2177	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S143	492	SAMEA103892533	ERX1933816	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	53	34	2018-07-04	ERR1873291	ERS1581701	ERS1581701	SAMEA103892533 ERS1581701	2014/2015	Moist_tropical_forests	-	soil	Panama	8.4868	-82.4336	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S148	492	SAMEA103892534	ERX1933817	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	33	22	2018-07-04	ERR1873292	ERS1581702	ERS1581702	SAMEA103892534 ERS1581702	2014/2015	Moist_tropical_forests	-	soil	Panama	8.7574	-82.26828	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S149	492	SAMEA103892535	ERX1933818	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	61	40	2018-07-04	ERR1873293	ERS1581703	ERS1581703	SAMEA103892535 ERS1581703	2014/2015	Temperate_coniferous_forests	-	soil	USA	37.81383896	-119.8925781	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S150	492	SAMEA103892536	ERX1933819	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	75	49	2018-07-04	ERR1873294	ERS1581704	ERS1581704	SAMEA103892536 ERS1581704	2014/2015	Temperate_deciduous_forests	-	soil	USA	37.84895325	-120.5805054	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S159	491	SAMEA103892537	ERX1933820	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	71	45	2018-07-04	ERR1873295	ERS1581705	ERS1581705	SAMEA103892537 ERS1581705	2014/2015	Temperate_deciduous_forests	-	soil	Canada	48.9895	-57.787	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S162	491	SAMEA103892538	ERX1933821	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	78	49	2018-07-04	ERR1873296	ERS1581706	ERS1581706	SAMEA103892538 ERS1581706	2014/2015	Arctic_tundra	-	soil	USA	68.6232	-149.5992	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S165	491	SAMEA103892539	ERX1933822	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	90	58	2018-07-04	ERR1873297	ERS1581707	ERS1581707	SAMEA103892539 ERS1581707	2014/2015	Tropical_montane_forests	-	soil	Mexico	22.1989	-102.60055	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S168	491	SAMEA103892540	ERX1933823	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	38	25	2018-07-04	ERR1873298	ERS1581708	ERS1581708	SAMEA103892540 ERS1581708	2014/2015	Southern_temperate_forests	-	soil	New Zealand	-43.1805	172.2229	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
